MSISDN;USAGE_EVENT_DATE_TIME;USAGE_EVENT_CITY_ID;USAGE_EVENT_TYPE_ID;USAGE_EVENT_TRACKING_QUANTITY;USAGE_EVENT_TRACKING_UNIT;USAGE_EVENT_BILLING_QUANTITY;USAGE_EVENT_BILLING_UNIT;USAGE_EVENT_REVENUE
+27761465695;16 07 2025 12:56;33;4;236;seconds;4;minutes;3,8
+27745481138;16 07 2025 21:34;23;1;222;MBs;222;MBs;26,64
+27749852120;17 07 2025 19:41;14;1;27;MBs;27;MBs;5,4
+27733191788;19 07 2025 04:59;15;1;198;MBs;198;MBs;35,64
+27769640012;15 07 2025 14:09;2;8;205;seconds;205;seconds;34,85
+27712488797;19 07 2025 14:09;33;5;281;seconds;281;seconds;5,62
+27720714523;18 07 2025 01:27;33;3;102;seconds;2;minutes;2,42
+27757073185;16 07 2025 19:46;13;3;282;seconds;5;minutes;3,25
+27729733969;15 07 2025 13:06;29;5;224;seconds;224;seconds;6,72
+27756759873;19 07 2025 17:21;20;5;87;seconds;87;seconds;3,48
+27717601695;18 07 2025 11:35;14;6;295;SMSs;295;SMSs;182,9
+27712305098;14 07 2025 20:56;4;4;67;seconds;2;minutes;1,04
+27796004479;19 07 2025 22:53;32;1;144;MBs;144;MBs;21,6
+27755830723;16 07 2025 01:14;25;7;11;seconds;1;minutes;0,75
+27798562157;16 07 2025 01:53;10;4;183;seconds;4;minutes;2,2
+27715586306;16 07 2025 21:26;33;1;249;MBs;249;MBs;44,82
+27763355406;17 07 2025 07:02;3;5;282;seconds;282;seconds;5,64
+27752176619;15 07 2025 16:58;19;1;98;MBs;98;MBs;13,72
+27781102199;14 07 2025 01:49;11;5;282;seconds;282;seconds;5,64
+27753079529;19 07 2025 17:17;23;5;285;seconds;285;seconds;11,4
+27729675831;15 07 2025 18:21;13;8;190;seconds;190;seconds;28,5
+27798062959;17 07 2025 06:13;27;5;176;seconds;176;seconds;5,28
+27729733969;14 07 2025 21:36;10;1;118;MBs;118;MBs;18,88
+27732045020;18 07 2025 02:50;6;5;256;seconds;256;seconds;7,68
+27799314934;15 07 2025 17:58;15;4;100;seconds;2;minutes;1,28
+27706347171;17 07 2025 07:55;10;5;235;seconds;235;seconds;9,4
+27702126483;15 07 2025 21:20;35;1;27;MBs;27;MBs;3,51
+27735045002;17 07 2025 04:47;18;8;247;seconds;247;seconds;44,46
+27709050860;18 07 2025 05:56;3;5;30;seconds;30;seconds;1,2
+27748057905;18 07 2025 09:16;18;6;2;SMSs;2;SMSs;1,22
+27797558478;19 07 2025 13:50;9;7;130;seconds;3;minutes;2,52
+27701422836;15 07 2025 02:07;16;1;43;MBs;43;MBs;6,45
+27756759873;16 07 2025 16:48;20;1;273;MBs;273;MBs;35,49
+27789793342;14 07 2025 09:37;21;8;118;seconds;118;seconds;15,34
+27734580420;14 07 2025 13:51;5;1;247;MBs;247;MBs;29,64
+27799698904;16 07 2025 19:29;9;8;70;seconds;70;seconds;9,1
+27781311807;19 07 2025 10:14;11;8;112;seconds;112;seconds;21,28
+27787961134;15 07 2025 22:01;33;3;218;seconds;4;minutes;5,08
+27728019757;19 07 2025 05:13;10;5;193;seconds;193;seconds;5,79
+27707347477;17 07 2025 22:33;34;8;111;seconds;111;seconds;18,87
+27786674547;16 07 2025 14:37;32;1;226;MBs;226;MBs;33,9
+27786740905;14 07 2025 04:28;35;5;10;seconds;10;seconds;0,5
+27754907568;18 07 2025 10:12;13;7;54;seconds;1;minutes;0,84
+27706347171;14 07 2025 12:24;10;4;11;seconds;1;minutes;0,81
+27790022877;15 07 2025 02:12;17;1;95;MBs;95;MBs;16,15
+27707724345;16 07 2025 13:46;21;1;50;MBs;50;MBs;5,5
+27747092401;19 07 2025 05:41;33;5;82;seconds;82;seconds;1,64
+27738285947;16 07 2025 03:48;8;1;165;MBs;165;MBs;29,7
+27789209708;15 07 2025 11:43;11;7;25;seconds;1;minutes;0,99
+27722745553;15 07 2025 00:30;2;5;237;seconds;237;seconds;7,11
+27753131305;14 07 2025 07:40;11;8;246;seconds;246;seconds;27,06
+27705723746;14 07 2025 03:01;11;2;147;MBs;147;MBs;35,28
+27738031248;14 07 2025 11:06;11;8;47;seconds;47;seconds;6,11
+27724545371;18 07 2025 23:20;2;5;291;seconds;291;seconds;11,64
+27741562035;19 07 2025 22:42;27;1;90;MBs;90;MBs;9
+27746205845;19 07 2025 19:59;9;7;124;seconds;3;minutes;1,8
+27718983643;18 07 2025 19:09;11;5;14;seconds;14;seconds;0,42
+27776745900;16 07 2025 05:36;19;5;178;seconds;178;seconds;5,34
+27767578966;18 07 2025 21:45;26;8;2;seconds;2;seconds;0,26
+27738452446;19 07 2025 06:20;14;1;248;MBs;248;MBs;37,2
+27716126226;15 07 2025 13:45;26;5;69;seconds;69;seconds;2,07
+27779234888;18 07 2025 15:21;21;2;1;MBs;1;MBs;0,35
+27782686315;16 07 2025 23:15;23;5;135;seconds;135;seconds;2,7
+27749951541;19 07 2025 10:13;15;1;256;MBs;256;MBs;40,96
+27761598472;17 07 2025 22:14;33;5;103;seconds;103;seconds;3,09
+27746721111;17 07 2025 06:15;16;1;151;MBs;151;MBs;25,67
+27747753873;16 07 2025 06:08;11;2;119;MBs;119;MBs;41,65
+27796967165;14 07 2025 09:56;4;4;241;seconds;5;minutes;3,6
+27790328958;18 07 2025 09:47;9;1;101;MBs;101;MBs;13,13
+27758901102;19 07 2025 15:18;8;3;265;seconds;5;minutes;3,4
+27748023717;14 07 2025 04:28;17;4;94;seconds;2;minutes;1,52
+27767973262;15 07 2025 07:32;10;1;243;MBs;243;MBs;31,59
+27706327368;18 07 2025 08:25;14;5;173;seconds;173;seconds;8,65
+27798418621;17 07 2025 14:53;8;1;236;MBs;236;MBs;18,88
+27790892604;15 07 2025 12:16;4;8;253;seconds;253;seconds;37,95
+27767768686;17 07 2025 10:02;5;1;253;MBs;253;MBs;40,48
+27702088773;18 07 2025 23:21;30;8;266;seconds;266;seconds;29,26
+27738718563;17 07 2025 06:23;33;7;6;seconds;1;minutes;0,65
+27786674547;19 07 2025 12:46;10;1;247;MBs;247;MBs;24,7
+27725138892;18 07 2025 22:28;19;1;146;MBs;146;MBs;23,36
+27718983643;15 07 2025 23:06;27;6;139;SMSs;139;SMSs;72,28
+27740715738;16 07 2025 05:20;11;2;194;MBs;194;MBs;65,96
+27714271871;15 07 2025 14:31;16;8;265;seconds;265;seconds;53
+27716126226;15 07 2025 09:50;24;1;47;MBs;47;MBs;7,52
+27775448067;17 07 2025 22:09;33;8;254;seconds;254;seconds;33,02
+27704702209;17 07 2025 03:29;18;5;257;seconds;257;seconds;12,85
+27720593040;18 07 2025 06:44;11;3;119;seconds;2;minutes;2,2
+27779545098;14 07 2025 16:36;33;1;3;MBs;3;MBs;0,27
+27706327368;17 07 2025 09:44;34;1;84;MBs;84;MBs;6,72
+27757073185;18 07 2025 09:14;11;4;112;seconds;2;minutes;1,6
+27784301965;17 07 2025 11:57;15;1;290;MBs;290;MBs;31,9
+27784301965;14 07 2025 10:09;15;1;32;MBs;32;MBs;6,4
+27740027276;15 07 2025 14:18;11;1;219;MBs;219;MBs;28,47
+27705781665;15 07 2025 11:55;35;1;246;MBs;246;MBs;29,52
+27742020320;18 07 2025 13:22;10;2;83;MBs;83;MBs;19,09
+27705752990;17 07 2025 15:59;19;1;161;MBs;161;MBs;19,32
+27719729993;15 07 2025 03:56;11;1;231;MBs;231;MBs;36,96
+27703027009;17 07 2025 14:14;35;1;238;MBs;238;MBs;38,08
+27707033903;19 07 2025 08:47;10;1;63;MBs;63;MBs;10,08
+27781238778;17 07 2025 11:23;4;8;198;seconds;198;seconds;21,78
+27753445274;18 07 2025 19:20;6;1;203;MBs;203;MBs;38,57
+27754088048;14 07 2025 10:58;23;9;197;SMSs;197;SMSs;135,93
+27727246392;17 07 2025 11:37;25;3;55;seconds;1;minutes;1,07
+27702796440;19 07 2025 18:52;19;5;82;seconds;82;seconds;2,46
+27739126870;17 07 2025 14:41;18;5;259;seconds;259;seconds;7,77
+27798062959;16 07 2025 15:24;27;9;123;SMSs;123;SMSs;83,64
+27704131178;14 07 2025 08:25;35;1;192;MBs;192;MBs;17,28
+27723131974;16 07 2025 03:03;13;5;59;seconds;59;seconds;3,54
+27781311807;19 07 2025 01:43;11;1;175;MBs;175;MBs;33,25
+27736988792;16 07 2025 05:46;18;1;283;MBs;283;MBs;50,94
+27735515302;16 07 2025 19:57;30;1;213;MBs;213;MBs;29,82
+27736732237;18 07 2025 04:43;19;1;39;MBs;39;MBs;5,46
+27756759873;17 07 2025 23:10;20;5;119;seconds;119;seconds;2,38
+27726147995;16 07 2025 03:57;19;1;138;MBs;138;MBs;24,84
+27739126870;17 07 2025 08:15;18;8;294;seconds;294;seconds;47,04
+27728744137;18 07 2025 22:13;33;5;105;seconds;105;seconds;4,2
+27709188166;18 07 2025 14:42;1;5;122;seconds;122;seconds;7,32
+27798844055;19 07 2025 21:23;4;8;142;seconds;142;seconds;22,72
+27716808757;17 07 2025 07:39;15;5;34;seconds;34;seconds;1,36
+27735515302;14 07 2025 19:05;30;6;47;SMSs;47;SMSs;30,08
+27720593040;17 07 2025 02:33;10;1;173;MBs;173;MBs;31,14
+27705989494;18 07 2025 09:54;14;5;296;seconds;296;seconds;14,8
+27738285947;18 07 2025 02:47;10;8;204;seconds;204;seconds;30,6
+27764364545;16 07 2025 13:38;33;8;136;seconds;136;seconds;21,76
+27797558478;18 07 2025 18:29;11;1;22;MBs;22;MBs;3,3
+27775025294;19 07 2025 03:45;19;7;3;seconds;1;minutes;0,82
+27770570082;14 07 2025 12:27;10;1;4;MBs;4;MBs;0,76
+27775640687;15 07 2025 10:51;2;7;75;seconds;2;minutes;1,64
+27771918275;15 07 2025 14:32;19;8;247;seconds;247;seconds;34,58
+27734719249;18 07 2025 06:39;24;1;262;MBs;262;MBs;20,96
+27710361466;18 07 2025 01:50;1;8;259;seconds;259;seconds;38,85
+27712488797;14 07 2025 02:22;33;5;47;seconds;47;seconds;2,35
+27759277187;19 07 2025 08:40;10;1;166;MBs;166;MBs;24,9
+27709050860;18 07 2025 11:36;2;5;138;seconds;138;seconds;4,14
+27781311807;18 07 2025 10:58;11;1;122;MBs;122;MBs;9,76
+27770945460;15 07 2025 17:10;19;5;270;seconds;270;seconds;5,4
+27771477596;19 07 2025 21:17;13;8;107;seconds;107;seconds;16,05
+27745481138;16 07 2025 11:35;21;3;213;seconds;4;minutes;5,24
+27767973262;19 07 2025 15:52;10;8;197;seconds;197;seconds;25,61
+27792936129;15 07 2025 04:56;15;4;258;seconds;5;minutes;2,75
+27789810620;19 07 2025 19:26;10;1;283;MBs;283;MBs;25,47
+27790900159;19 07 2025 13:09;33;1;140;MBs;140;MBs;22,4
+27708162164;15 07 2025 06:55;2;4;289;seconds;5;minutes;3,75
+27728019757;15 07 2025 18:53;25;5;135;seconds;135;seconds;5,4
+27706374564;17 07 2025 18:50;18;4;154;seconds;3;minutes;1,8
+27756114668;17 07 2025 20:33;1;8;199;seconds;199;seconds;21,89
+27709138730;16 07 2025 08:20;11;4;290;seconds;5;minutes;4,4
+27722745553;15 07 2025 17:36;2;8;70;seconds;70;seconds;8,4
+27767578966;14 07 2025 21:46;11;5;18;seconds;18;seconds;0,36
+27720125760;14 07 2025 06:39;11;8;20;seconds;20;seconds;2
+27797558478;18 07 2025 15:36;10;5;77;seconds;77;seconds;4,62
+27775957924;14 07 2025 16:32;8;2;223;MBs;223;MBs;49,06
+27702796440;16 07 2025 23:24;21;5;197;seconds;197;seconds;9,85
+27779152086;15 07 2025 02:20;11;1;202;MBs;202;MBs;40,4
+27739579306;14 07 2025 09:13;16;1;18;MBs;18;MBs;2,7
+27775640687;15 07 2025 06:58;3;7;156;seconds;3;minutes;2,1
+27756759873;18 07 2025 22:24;5;3;247;seconds;5;minutes;3,4
+27732301840;16 07 2025 09:49;7;5;113;seconds;113;seconds;4,52
+27719118275;15 07 2025 21:54;8;4;55;seconds;1;minutes;0,55
+27789600650;14 07 2025 02:39;10;7;104;seconds;2;minutes;2,02
+27771918275;14 07 2025 23:04;19;1;219;MBs;219;MBs;30,66
+27750711986;18 07 2025 13:57;11;4;10;seconds;1;minutes;0,95
+27774230241;15 07 2025 03:35;26;1;14;MBs;14;MBs;2,24
+27769031933;18 07 2025 07:26;11;1;295;MBs;295;MBs;44,25
+27738285947;14 07 2025 10:01;10;1;296;MBs;296;MBs;29,6
+27714185136;16 07 2025 11:54;33;5;199;seconds;199;seconds;9,95
+27764351821;16 07 2025 19:38;6;4;172;seconds;3;minutes;1,77
+27719015850;17 07 2025 15:55;10;8;132;seconds;132;seconds;15,84
+27752176619;16 07 2025 18:36;21;1;280;MBs;280;MBs;28
+27726606265;16 07 2025 12:46;7;1;86;MBs;86;MBs;11,18
+27734762586;15 07 2025 07:42;19;1;251;MBs;251;MBs;37,65
+27738312041;18 07 2025 17:32;10;5;110;seconds;110;seconds;6,6
+27727246392;16 07 2025 20:25;4;7;159;seconds;3;minutes;3,21
+27778478997;19 07 2025 17:37;10;1;62;MBs;62;MBs;6,2
+27711572067;15 07 2025 15:16;23;8;108;seconds;108;seconds;14,04
+27796967165;17 07 2025 03:31;4;1;78;MBs;78;MBs;12,48
+27770953276;18 07 2025 09:24;29;5;105;seconds;105;seconds;3,15
+27725138892;14 07 2025 10:51;19;1;70;MBs;70;MBs;11,9
+27778478997;17 07 2025 10:50;10;2;15;MBs;15;MBs;4,8
+27795885602;14 07 2025 22:15;31;5;212;seconds;212;seconds;8,48
+27775025294;17 07 2025 07:39;21;1;139;MBs;139;MBs;16,68
+27707347477;17 07 2025 04:57;3;5;170;seconds;170;seconds;5,1
+27705781665;19 07 2025 18:45;33;4;215;seconds;4;minutes;3
+27750688826;18 07 2025 16:34;27;3;292;seconds;5;minutes;4,7
+27796004479;15 07 2025 19:45;25;1;210;MBs;210;MBs;33,6
+27711572067;15 07 2025 05:37;23;1;186;MBs;186;MBs;27,9
+27757073185;18 07 2025 05:40;12;1;180;MBs;180;MBs;28,8
+27754907568;19 07 2025 07:11;9;8;261;seconds;261;seconds;31,32
+27791653270;18 07 2025 08:45;23;1;50;MBs;50;MBs;6,5
+27739579306;14 07 2025 12:36;16;1;130;MBs;130;MBs;18,2
+27719729993;16 07 2025 09:58;11;5;145;seconds;145;seconds;5,8
+27743941564;15 07 2025 01:27;19;1;75;MBs;75;MBs;14,25
+27761164231;17 07 2025 07:46;18;1;21;MBs;21;MBs;2,1
+27792273093;14 07 2025 14:09;15;7;120;seconds;2;minutes;1,38
+27760632550;15 07 2025 17:43;21;1;22;MBs;22;MBs;3,3
+27735515302;17 07 2025 07:18;21;8;45;seconds;45;seconds;7,65
+27764364545;14 07 2025 08:18;33;1;280;MBs;280;MBs;39,2
+27758159426;18 07 2025 07:13;18;2;215;MBs;215;MBs;73,1
+27768158896;16 07 2025 00:50;35;1;27;MBs;27;MBs;4,32
+27767578966;14 07 2025 02:20;11;8;75;seconds;75;seconds;8,25
+27790900159;17 07 2025 02:35;19;5;225;seconds;225;seconds;11,25
+27756849299;14 07 2025 22:52;31;8;44;seconds;44;seconds;6,6
+27700594567;18 07 2025 21:52;10;1;14;MBs;14;MBs;2,1
+27734401930;16 07 2025 20:01;11;8;232;seconds;232;seconds;41,76
+27739579306;19 07 2025 21:29;9;5;109;seconds;109;seconds;3,27
+27746332321;18 07 2025 00:23;10;1;47;MBs;47;MBs;8,93
+27754088048;15 07 2025 00:45;26;1;223;MBs;223;MBs;33,45
+27703402404;18 07 2025 14:19;11;5;245;seconds;245;seconds;7,35
+27704552601;14 07 2025 17:17;11;8;248;seconds;248;seconds;32,24
+27718136627;16 07 2025 11:07;10;2;14;MBs;14;MBs;3,78
+27718136627;15 07 2025 21:11;10;3;86;seconds;2;minutes;1,38
+27754907568;19 07 2025 09:08;17;5;135;seconds;135;seconds;4,05
+27774163254;17 07 2025 15:05;35;6;25;SMSs;25;SMSs;16,5
+27758622777;17 07 2025 00:13;18;1;40;MBs;40;MBs;3,6
+27781238778;18 07 2025 15:48;4;9;12;SMSs;12;SMSs;7,44
+27764031374;17 07 2025 23:50;10;1;61;MBs;61;MBs;6,71
+27776745900;16 07 2025 08:41;19;1;242;MBs;242;MBs;45,98
+27790732780;18 07 2025 18:24;29;5;295;seconds;295;seconds;8,85
+27769640012;14 07 2025 04:25;2;5;127;seconds;127;seconds;2,54
+27790732780;14 07 2025 22:41;14;1;68;MBs;68;MBs;8,84
+27796004479;17 07 2025 04:17;26;3;32;seconds;1;minutes;1,01
+27704702209;14 07 2025 08:51;13;7;87;seconds;2;minutes;1,34
+27754088048;16 07 2025 14:02;26;3;112;seconds;2;minutes;2,76
+27767240786;17 07 2025 21:30;33;4;47;seconds;1;minutes;0,79
+27709050860;16 07 2025 21:08;3;1;193;MBs;193;MBs;36,67
+27719118275;17 07 2025 01:06;9;6;233;SMSs;233;SMSs;135,14
+27799933613;16 07 2025 15:57;30;9;188;SMSs;188;SMSs;146,64
+27748057905;15 07 2025 12:20;18;5;58;seconds;58;seconds;2,32
+27764031374;19 07 2025 04:06;18;1;119;MBs;119;MBs;22,61
+27756849299;19 07 2025 07:51;5;5;259;seconds;259;seconds;15,54
+27753154430;14 07 2025 15:05;10;1;257;MBs;257;MBs;41,12
+27706908401;15 07 2025 22:35;10;8;52;seconds;52;seconds;8,84
+27770950073;17 07 2025 01:33;10;5;102;seconds;102;seconds;4,08
+27701302724;17 07 2025 22:50;11;1;66;MBs;66;MBs;12,54
+27792624290;14 07 2025 11:06;5;5;204;seconds;204;seconds;12,24
+27734719249;15 07 2025 03:29;3;1;39;MBs;39;MBs;5,46
+27707578628;17 07 2025 00:27;21;5;75;seconds;75;seconds;3
+27714271871;15 07 2025 21:36;31;1;182;MBs;182;MBs;34,58
+27700408017;16 07 2025 04:41;2;1;291;MBs;291;MBs;55,29
+27795885602;19 07 2025 05:02;24;5;251;seconds;251;seconds;10,04
+27753625790;14 07 2025 02:57;9;4;199;seconds;4;minutes;2,32
+27772909252;19 07 2025 05:44;30;8;51;seconds;51;seconds;5,1
+27743941564;14 07 2025 03:14;19;3;104;seconds;2;minutes;2,46
+27740407777;17 07 2025 05:16;8;4;253;seconds;5;minutes;3,95
+27729603611;14 07 2025 00:33;35;1;187;MBs;187;MBs;28,05
+27739579306;18 07 2025 03:34;16;1;73;MBs;73;MBs;13,87
+27761465695;16 07 2025 00:36;33;2;132;MBs;132;MBs;44,88
+27752176619;18 07 2025 23:37;19;3;175;seconds;3;minutes;1,8
+27766307074;15 07 2025 04:29;35;1;66;MBs;66;MBs;10,56
+27778724103;17 07 2025 15:36;8;5;33;seconds;33;seconds;0,99
+27741797104;15 07 2025 22:44;19;5;63;seconds;63;seconds;3,15
+27729603611;17 07 2025 15:09;33;2;153;MBs;153;MBs;47,43
+27778478997;19 07 2025 10:38;10;9;135;SMSs;135;SMSs;98,55
+27722747624;17 07 2025 12:23;10;5;110;seconds;110;seconds;4,4
+27729820192;15 07 2025 12:50;19;8;155;seconds;155;seconds;21,7
+27758744686;19 07 2025 01:57;35;1;40;MBs;40;MBs;3,6
+27750711986;18 07 2025 08:54;29;8;121;seconds;121;seconds;12,1
+27707347477;15 07 2025 07:27;2;4;293;seconds;5;minutes;3,9
+27707033903;17 07 2025 12:43;8;8;88;seconds;88;seconds;8,8
+27700594567;16 07 2025 23:49;10;1;53;MBs;53;MBs;5,3
+27780056550;19 07 2025 17:32;8;5;174;seconds;174;seconds;6,96
+27798290960;17 07 2025 04:57;11;1;210;MBs;210;MBs;31,5
+27756759873;18 07 2025 15:41;20;1;139;MBs;139;MBs;23,63
+27770570082;14 07 2025 04:18;11;1;83;MBs;83;MBs;11,62
+27767578966;18 07 2025 23:41;11;7;22;seconds;1;minutes;0,74
+27718448667;15 07 2025 12:43;21;1;191;MBs;191;MBs;34,38
+27711688823;16 07 2025 00:11;29;5;258;seconds;258;seconds;7,74
+27748057905;19 07 2025 23:43;14;6;185;SMSs;185;SMSs;116,55
+27757073185;15 07 2025 12:28;12;8;109;seconds;109;seconds;11,99
+27768158896;18 07 2025 11:42;16;2;94;MBs;94;MBs;26,32
+27703027009;14 07 2025 06:32;35;1;71;MBs;71;MBs;12,78
+27738285947;14 07 2025 21:39;10;5;215;seconds;215;seconds;6,45
+27771440865;16 07 2025 22:05;17;1;220;MBs;220;MBs;28,6
+27758773144;17 07 2025 12:16;19;5;15;seconds;15;seconds;0,6
+27719118275;14 07 2025 20:58;10;1;44;MBs;44;MBs;8,36
+27787356407;17 07 2025 21:19;15;8;21;seconds;21;seconds;2,31
+27704465602;17 07 2025 09:48;9;1;243;MBs;243;MBs;41,31
+27786740905;16 07 2025 15:57;33;8;23;seconds;23;seconds;4,14
+27725463719;18 07 2025 09:14;19;8;286;seconds;286;seconds;42,9
+27729619869;17 07 2025 13:37;21;8;102;seconds;102;seconds;11,22
+27734580420;14 07 2025 06:38;4;2;237;MBs;237;MBs;63,99
+27738718563;15 07 2025 17:52;35;3;64;seconds;2;minutes;2,32
+27736548736;14 07 2025 16:00;14;1;191;MBs;191;MBs;19,1
+27765569160;17 07 2025 11:33;10;1;190;MBs;190;MBs;20,9
+27766307074;18 07 2025 22:40;35;7;223;seconds;4;minutes;3,16
+27716126226;18 07 2025 15:23;24;1;34;MBs;34;MBs;5,44
+27727400477;17 07 2025 02:18;20;5;89;seconds;89;seconds;5,34
+27720593040;19 07 2025 12:02;6;2;8;MBs;8;MBs;2,64
+27736548736;16 07 2025 09:20;18;4;195;seconds;4;minutes;2,28
+27700498064;19 07 2025 15:48;33;1;97;MBs;97;MBs;10,67
+27789209708;14 07 2025 06:41;11;5;64;seconds;64;seconds;3,2
+27758773144;14 07 2025 15:58;21;3;19;seconds;1;minutes;1,47
+27744036820;15 07 2025 18:27;28;4;82;seconds;2;minutes;1,9
+27712755488;16 07 2025 11:46;20;5;120;seconds;120;seconds;4,8
+27729733969;15 07 2025 04:50;9;5;173;seconds;173;seconds;5,19
+27717893653;14 07 2025 11:16;15;8;113;seconds;113;seconds;11,3
+27723131974;18 07 2025 22:10;13;1;144;MBs;144;MBs;11,52
+27780470523;17 07 2025 10:28;19;1;109;MBs;109;MBs;17,44
+27716808757;19 07 2025 19:02;18;8;63;seconds;63;seconds;12,6
+27732960859;14 07 2025 23:48;5;1;210;MBs;210;MBs;27,3
+27765030894;15 07 2025 07:31;15;1;84;MBs;84;MBs;16,8
+27709798813;14 07 2025 05:58;4;8;174;seconds;174;seconds;27,84
+27714271871;15 07 2025 01:36;31;1;201;MBs;201;MBs;22,11
+27712305098;19 07 2025 06:33;31;3;196;seconds;4;minutes;3,8
+27779545098;16 07 2025 02:05;35;8;157;seconds;157;seconds;26,69
+27765030894;15 07 2025 16:15;12;5;278;seconds;278;seconds;11,12
+27761465695;19 07 2025 07:24;33;7;176;seconds;3;minutes;2,88
+27765569160;16 07 2025 22:10;10;1;46;MBs;46;MBs;7,82
+27738452446;18 07 2025 22:32;13;5;205;seconds;205;seconds;10,25
+27743282991;18 07 2025 01:51;9;3;285;seconds;5;minutes;5,75
+27767632849;15 07 2025 08:05;15;8;165;seconds;165;seconds;26,4
+27722330476;14 07 2025 08:11;11;1;25;MBs;25;MBs;3,5
+27776874455;15 07 2025 16:15;13;5;77;seconds;77;seconds;3,08
+27779152086;19 07 2025 14:23;11;5;213;seconds;213;seconds;12,78
+27749758825;18 07 2025 06:13;11;5;216;seconds;216;seconds;4,32
+27729619869;18 07 2025 11:49;21;5;63;seconds;63;seconds;1,26
+27721198397;16 07 2025 18:21;12;1;159;MBs;159;MBs;15,9
+27798562157;14 07 2025 23:44;22;1;23;MBs;23;MBs;2,53
+27759568476;14 07 2025 07:08;17;1;103;MBs;103;MBs;18,54
+27769031933;14 07 2025 09:24;11;5;250;seconds;250;seconds;10
+27707033903;16 07 2025 15:46;10;8;94;seconds;94;seconds;13,16
+27749895634;16 07 2025 09:28;11;8;138;seconds;138;seconds;16,56
+27777008770;17 07 2025 10:50;10;5;45;seconds;45;seconds;1,8
+27746205845;17 07 2025 01:54;9;1;249;MBs;249;MBs;44,82
+27770953276;18 07 2025 12:43;18;3;105;seconds;2;minutes;2,64
+27707347477;16 07 2025 20:28;3;8;231;seconds;231;seconds;32,34
+27770570082;18 07 2025 19:19;10;5;88;seconds;88;seconds;4,4
+27734512854;16 07 2025 17:07;2;1;189;MBs;189;MBs;34,02
+27704702209;18 07 2025 21:52;11;8;33;seconds;33;seconds;3,96
+27768158896;19 07 2025 03:52;33;8;143;seconds;143;seconds;20,02
+27740678513;16 07 2025 03:12;11;1;244;MBs;244;MBs;21,96
+27738031248;19 07 2025 16:56;11;1;265;MBs;265;MBs;29,15
+27707033903;17 07 2025 22:51;10;3;182;seconds;4;minutes;5,64
+27740678513;15 07 2025 13:53;28;8;209;seconds;209;seconds;22,99
+27737391314;19 07 2025 10:03;25;9;57;SMSs;57;SMSs;42,18
+27700498064;15 07 2025 12:11;35;5;242;seconds;242;seconds;9,68
+27792106918;17 07 2025 01:44;35;1;285;MBs;285;MBs;48,45
+27749951541;19 07 2025 07:27;11;1;205;MBs;205;MBs;18,45
+27745495609;15 07 2025 13:51;31;5;155;seconds;155;seconds;7,75
+27744810767;15 07 2025 13:18;14;5;291;seconds;291;seconds;14,55
+27753079529;19 07 2025 04:28;31;4;208;seconds;4;minutes;2,6
+27774230241;15 07 2025 23:25;31;7;170;seconds;3;minutes;2,16
+27711513959;18 07 2025 22:06;18;8;69;seconds;69;seconds;8,97
+27776328452;17 07 2025 15:11;3;1;22;MBs;22;MBs;3,74
+27758098548;16 07 2025 06:07;25;3;10;seconds;1;minutes;1,31
+27718448667;16 07 2025 16:27;21;5;146;seconds;146;seconds;4,38
+27767578966;14 07 2025 16:46;11;7;263;seconds;5;minutes;4,05
+27796967165;16 07 2025 18:45;5;1;31;MBs;31;MBs;5,58
+27761598472;18 07 2025 20:17;33;1;157;MBs;157;MBs;25,12
+27715983327;18 07 2025 18:41;14;5;178;seconds;178;seconds;10,68
+27767843485;16 07 2025 22:51;28;8;11;seconds;11;seconds;1,65
+27711688823;18 07 2025 19:17;28;1;58;MBs;58;MBs;6,38
+27791549028;14 07 2025 04:41;11;8;187;seconds;187;seconds;22,44
+27700536653;14 07 2025 09:21;8;8;186;seconds;186;seconds;18,6
+27743941564;19 07 2025 05:22;19;3;159;seconds;3;minutes;2,64
+27710816964;17 07 2025 18:29;6;2;158;MBs;158;MBs;39,5
+27723956054;15 07 2025 12:29;31;5;177;seconds;177;seconds;8,85
+27749758825;17 07 2025 21:03;6;5;215;seconds;215;seconds;6,45
+27775448067;19 07 2025 23:39;33;5;27;seconds;27;seconds;1,08
+27701302724;19 07 2025 10:29;11;5;209;seconds;209;seconds;10,45
+27733191788;17 07 2025 19:50;4;5;112;seconds;112;seconds;6,72
+27761389488;14 07 2025 04:41;33;1;133;MBs;133;MBs;17,29
+27769652162;15 07 2025 23:10;33;8;208;seconds;208;seconds;35,36
+27747009358;15 07 2025 07:57;33;5;52;seconds;52;seconds;2,6
+27739163904;16 07 2025 15:43;19;1;253;MBs;253;MBs;50,6
+27789209708;14 07 2025 14:52;6;8;229;seconds;229;seconds;41,22
